line_idx,x,y,segm_idx,tablet_CDLI
25,1180,3232,0,VAT13604Vs
25,1414,3212,0,VAT13604Vs
25,1806,3200,0,VAT13604Vs
25,2174,3168,0,VAT13604Vs
25,2888,3110,0,VAT13604Vs
26,514,3418,0,VAT13604Vs
26,1010,3398,0,VAT13604Vs
26,1426,3372,0,VAT13604Vs
26,1756,3358,0,VAT13604Vs
26,2172,3326,0,VAT13604Vs
26,2556,3278,0,VAT13604Vs
26,2908,3244,0,VAT13604Vs
27,504,3556,0,VAT13604Vs
27,892,3550,0,VAT13604Vs
27,1322,3536,0,VAT13604Vs
27,1742,3514,0,VAT13604Vs
27,2092,3494,0,VAT13604Vs
27,2770,3438,0,VAT13604Vs
27,2892,3434,0,VAT13604Vs
28,530,3706,0,VAT13604Vs
28,1164,3676,0,VAT13604Vs
28,1640,3670,0,VAT13604Vs
28,2006,3664,0,VAT13604Vs
28,2376,3642,0,VAT13604Vs
28,2718,3612,0,VAT13604Vs
28,2864,3592,0,VAT13604Vs
29,1172,3840,0,VAT13604Vs
29,1472,3832,0,VAT13604Vs
30,1928,3824,0,VAT13604Vs
30,2642,3776,0,VAT13604Vs
31,1706,3982,0,VAT13604Vs
31,2334,3942,0,VAT13604Vs
31,2648,3924,0,VAT13604Vs
31,2882,3920,0,VAT13604Vs
32,1268,4130,0,VAT13604Vs
32,1640,4132,0,VAT13604Vs
32,1988,4120,0,VAT13604Vs
32,2450,4094,0,VAT13604Vs
32,2864,4068,0,VAT13604Vs
33,1330,4280,0,VAT13604Vs
33,1732,4276,0,VAT13604Vs
33,2416,4280,0,VAT13604Vs
33,2810,4226,0,VAT13604Vs
33,2922,4220,0,VAT13604Vs
34,1420,4448,0,VAT13604Vs
34,2012,4426,0,VAT13604Vs
34,2518,4420,0,VAT13604Vs
34,2862,4402,0,VAT13604Vs
0,2218,336,1,VAT13604Rs
0,2890,318,1,VAT13604Rs
1,2154,474,1,VAT13604Rs
1,2910,450,1,VAT13604Rs
2,1936,604,1,VAT13604Rs
2,2398,588,1,VAT13604Rs
2,2910,578,1,VAT13604Rs
3,1950,736,1,VAT13604Rs
3,2514,728,1,VAT13604Rs
3,2910,728,1,VAT13604Rs
4,1906,882,1,VAT13604Rs
4,2908,872,1,VAT13604Rs
5,2046,1102,1,VAT13604Rs
5,2592,1108,1,VAT13604Rs
5,2886,1092,1,VAT13604Rs
6,1928,1226,1,VAT13604Rs
6,2592,1254,1,VAT13604Rs
6,2924,1234,1,VAT13604Rs
7,1908,1354,1,VAT13604Rs
7,2260,1392,1,VAT13604Rs
7,2524,1398,1,VAT13604Rs
7,2796,1386,1,VAT13604Rs
7,2950,1368,1,VAT13604Rs
8,1784,1502,1,VAT13604Rs
8,2536,1540,1,VAT13604Rs
8,2912,1540,1,VAT13604Rs
9,632,1740,1,VAT13604Rs
9,1230,1732,1,VAT13604Rs
9,1684,1714,1,VAT13604Rs
9,2236,1692,1,VAT13604Rs
9,2530,1712,1,VAT13604Rs
9,2782,1704,1,VAT13604Rs
9,3016,1690,1,VAT13604Rs
10,482,1900,1,VAT13604Rs
10,974,1884,1,VAT13604Rs
10,1280,1876,1,VAT13604Rs
10,1582,1876,1,VAT13604Rs
10,1850,1886,1,VAT13604Rs
10,2226,1864,1,VAT13604Rs
10,2574,1872,1,VAT13604Rs
10,2906,1854,1,VAT13604Rs
11,456,2052,1,VAT13604Rs
11,860,2042,1,VAT13604Rs
11,1124,2036,1,VAT13604Rs
11,1582,2034,1,VAT13604Rs
11,1908,2028,1,VAT13604Rs
11,2242,2018,1,VAT13604Rs
11,2564,1992,1,VAT13604Rs
11,2898,1998,1,VAT13604Rs
12,340,2236,1,VAT13604Rs
12,602,2228,1,VAT13604Rs
12,878,2200,1,VAT13604Rs
13,1912,2178,1,VAT13604Rs
13,2874,2144,1,VAT13604Rs
14,344,2392,1,VAT13604Rs
14,882,2366,1,VAT13604Rs
15,1370,2368,1,VAT13604Rs
15,2024,2332,1,VAT13604Rs
15,2430,2316,1,VAT13604Rs
15,2884,2300,1,VAT13604Rs
16,546,2618,1,VAT13604Rs
16,1204,2636,1,VAT13604Rs
16,1552,2622,1,VAT13604Rs
17,2292,2604,1,VAT13604Rs
17,2910,2576,1,VAT13604Rs
18,380,3206,1,VAT13604Rs
18,1224,3158,1,VAT13604Rs
18,1686,3102,1,VAT13604Rs
18,2180,3064,1,VAT13604Rs
18,2730,3020,1,VAT13604Rs
19,366,3622,1,VAT13604Rs
19,1032,3560,1,VAT13604Rs
19,1584,3520,1,VAT13604Rs
19,2040,3472,1,VAT13604Rs
19,2388,3464,1,VAT13604Rs
19,2862,3418,1,VAT13604Rs
20,372,3988,1,VAT13604Rs
20,908,3948,1,VAT13604Rs
20,1342,3910,1,VAT13604Rs
20,1714,3880,1,VAT13604Rs
20,2200,3830,1,VAT13604Rs
20,2572,3828,1,VAT13604Rs
20,2850,3808,1,VAT13604Rs
0,1140,865,2,VAT11100Rs
0,1412,861,2,VAT11100Rs
1,1309,991,2,VAT11100Rs
1,1936,1020,2,VAT11100Rs
2,1168,1116,2,VAT11100Rs
2,1510,1133,2,VAT11100Rs
2,1926,1150,2,VAT11100Rs
3,203,1303,2,VAT11100Rs
3,422,1261,2,VAT11100Rs
4,1811,1280,2,VAT11100Rs
4,1948,1282,2,VAT11100Rs
5,201,1425,2,VAT11100Rs
5,548,1386,2,VAT11100Rs
6,1547,1391,2,VAT11100Rs
6,1929,1422,2,VAT11100Rs
7,201,1540,2,VAT11100Rs
7,934,1520,2,VAT11100Rs
8,1380,1519,2,VAT11100Rs
8,1654,1536,2,VAT11100Rs
8,2014,1546,2,VAT11100Rs
9,192,1681,2,VAT11100Rs
9,505,1656,2,VAT11100Rs
9,874,1650,2,VAT11100Rs
9,1340,1660,2,VAT11100Rs
9,1450,1660,2,VAT11100Rs
9,1890,1686,2,VAT11100Rs
9,2169,1678,2,VAT11100Rs
10,196,1819,2,VAT11100Rs
10,616,1784,2,VAT11100Rs
10,808,1776,2,VAT11100Rs
10,1140,1788,2,VAT11100Rs
10,1312,1789,2,VAT11100Rs
10,1692,1802,2,VAT11100Rs
10,2018,1830,2,VAT11100Rs
10,2184,1800,2,VAT11100Rs
11,197,1949,2,VAT11100Rs
11,620,1918,2,VAT11100Rs
11,950,1917,2,VAT11100Rs
11,1337,1940,2,VAT11100Rs
11,1693,1965,2,VAT11100Rs
12,217,2107,2,VAT11100Rs
12,718,2065,2,VAT11100Rs
12,1088,2070,2,VAT11100Rs
12,1428,2104,2,VAT11100Rs
12,1638,2104,2,VAT11100Rs
12,1885,2108,2,VAT11100Rs
12,2113,2114,2,VAT11100Rs
13,319,2228,2,VAT11100Rs
13,716,2213,2,VAT11100Rs
13,1084,2218,2,VAT11100Rs
13,1608,2229,2,VAT11100Rs
13,1941,2237,2,VAT11100Rs
13,2102,2241,2,VAT11100Rs
13,2193,2221,2,VAT11100Rs
14,335,2344,2,VAT11100Rs
14,764,2346,2,VAT11100Rs
14,1076,2358,2,VAT11100Rs
14,1629,2366,2,VAT11100Rs
14,1954,2382,2,VAT11100Rs
14,2169,2345,2,VAT11100Rs
15,481,2472,2,VAT11100Rs
15,732,2465,2,VAT11100Rs
15,1270,2482,2,VAT11100Rs
15,1648,2505,2,VAT11100Rs
15,1996,2513,2,VAT11100Rs
15,2177,2466,2,VAT11100Rs
16,755,2597,2,VAT11100Rs
16,1129,2616,2,VAT11100Rs
16,1568,2625,2,VAT11100Rs
16,1809,2637,2,VAT11100Rs
16,2064,2617,2,VAT11100Rs
17,1111,2744,2,VAT11100Rs
17,1625,2754,2,VAT11100Rs
18,1424,2853,2,VAT11100Rs
18,1553,2861,2,VAT11100Rs
0,3040,220,3,VAT10657
0,3808,272,3,VAT10657
1,2008,360,3,VAT10657
1,2628,376,3,VAT10657
1,3236,404,3,VAT10657
1,3760,416,3,VAT10657
2,1768,500,3,VAT10657
2,2532,512,3,VAT10657
2,3236,548,3,VAT10657
3,1340,692,3,VAT10657
3,1916,692,3,VAT10657
3,2284,684,3,VAT10657
3,2952,700,3,VAT10657
4,1112,856,3,VAT10657
4,1840,828,3,VAT10657
4,2392,840,3,VAT10657
4,2984,844,3,VAT10657
5,924,1040,3,VAT10657
5,1600,1016,3,VAT10657
5,2380,996,3,VAT10657
5,2808,996,3,VAT10657
6,464,1280,3,VAT10657
6,1012,1232,3,VAT10657
6,1508,1204,3,VAT10657
6,1924,1180,3,VAT10657
6,2456,1176,3,VAT10657
6,2876,1164,3,VAT10657
7,424,1452,3,VAT10657
7,888,1404,3,VAT10657
7,1516,1376,3,VAT10657
7,2260,1352,3,VAT10657
7,2928,1324,3,VAT10657
8,316,1680,3,VAT10657
8,876,1612,3,VAT10657
8,1492,1572,3,VAT10657
8,2040,1544,3,VAT10657
8,2420,1516,3,VAT10657
8,2816,1504,3,VAT10657
9,376,1864,3,VAT10657
9,816,1804,3,VAT10657
9,1492,1748,3,VAT10657
9,2044,1708,3,VAT10657
9,2436,1696,3,VAT10657
9,2608,1712,3,VAT10657
10,532,2020,3,VAT10657
10,1424,1916,3,VAT10657
10,1764,1900,3,VAT10657
10,2148,1884,3,VAT10657
10,2424,1888,3,VAT10657
11,488,2212,3,VAT10657
11,1064,2148,3,VAT10657
11,1600,2104,3,VAT10657
11,1960,2100,3,VAT10657
0,2058,370,4,VAT10601
0,2610,368,4,VAT10601
1,2084,544,4,VAT10601
1,2642,532,4,VAT10601
2,2014,722,4,VAT10601
2,2524,726,4,VAT10601
2,2674,716,4,VAT10601
3,1782,948,4,VAT10601
3,2238,914,4,VAT10601
3,2610,912,4,VAT10601
4,1696,1122,4,VAT10601
4,2092,1106,4,VAT10601
4,2426,1078,4,VAT10601
4,2580,1086,4,VAT10601
5,1130,1344,4,VAT10601
5,1510,1322,4,VAT10601
5,1818,1314,4,VAT10601
5,2110,1292,4,VAT10601
5,2348,1254,4,VAT10601
5,2486,1260,4,VAT10601
6,1296,1488,4,VAT10601
6,1734,1490,4,VAT10601
6,2016,1482,4,VAT10601
6,2246,1476,4,VAT10601
6,2434,1466,4,VAT10601
7,1278,1696,4,VAT10601
7,1620,1668,4,VAT10601
7,1914,1656,4,VAT10601
7,2146,1646,4,VAT10601
7,2358,1628,4,VAT10601
8,1234,1902,4,VAT10601
8,1540,1864,4,VAT10601
8,1878,1854,4,VAT10601
8,2180,1844,4,VAT10601
9,1224,2088,4,VAT10601
9,1688,2052,4,VAT10601
9,2080,2044,4,VAT10601
0,606,320,5,VAT08803Vs
0,872,362,5,VAT08803Vs
0,1116,360,5,VAT08803Vs
0,1428,372,5,VAT08803Vs
0,1814,386,5,VAT08803Vs
0,2152,384,5,VAT08803Vs
0,2578,374,5,VAT08803Vs
0,2982,338,5,VAT08803Vs
1,598,440,5,VAT08803Vs
1,1152,470,5,VAT08803Vs
1,1814,496,5,VAT08803Vs
1,2070,490,5,VAT08803Vs
1,2952,468,5,VAT08803Vs
2,756,576,5,VAT08803Vs
2,1068,574,5,VAT08803Vs
2,1322,586,5,VAT08803Vs
2,1686,594,5,VAT08803Vs
2,1962,600,5,VAT08803Vs
2,2160,602,5,VAT08803Vs
2,2422,598,5,VAT08803Vs
2,2976,592,5,VAT08803Vs
3,642,672,5,VAT08803Vs
3,1012,710,5,VAT08803Vs
3,1244,706,5,VAT08803Vs
3,1620,722,5,VAT08803Vs
3,1990,724,5,VAT08803Vs
3,2296,726,5,VAT08803Vs
3,2514,720,5,VAT08803Vs
3,2732,704,5,VAT08803Vs
3,2896,708,5,VAT08803Vs
4,490,810,5,VAT08803Vs
4,778,808,5,VAT08803Vs
4,1014,814,5,VAT08803Vs
4,1250,840,5,VAT08803Vs
4,1600,840,5,VAT08803Vs
4,2178,846,5,VAT08803Vs
4,2388,848,5,VAT08803Vs
4,2892,842,5,VAT08803Vs
5,386,928,5,VAT08803Vs
5,856,946,5,VAT08803Vs
5,1282,950,5,VAT08803Vs
5,1678,972,5,VAT08803Vs
5,1950,976,5,VAT08803Vs
5,2236,990,5,VAT08803Vs
5,2444,982,5,VAT08803Vs
5,2866,974,5,VAT08803Vs
6,362,1078,5,VAT08803Vs
6,924,1082,5,VAT08803Vs
6,1458,1096,5,VAT08803Vs
6,1922,1108,5,VAT08803Vs
6,2390,1090,5,VAT08803Vs
6,2872,1098,5,VAT08803Vs
6,2942,1090,5,VAT08803Vs
7,374,1232,5,VAT08803Vs
7,546,1208,5,VAT08803Vs
7,1130,1210,5,VAT08803Vs
7,1320,1204,5,VAT08803Vs
7,1712,1224,5,VAT08803Vs
7,2120,1224,5,VAT08803Vs
7,2628,1220,5,VAT08803Vs
7,2966,1218,5,VAT08803Vs
8,352,1366,5,VAT08803Vs
8,502,1336,5,VAT08803Vs
8,788,1336,5,VAT08803Vs
8,1266,1342,5,VAT08803Vs
8,1548,1344,5,VAT08803Vs
8,2206,1366,5,VAT08803Vs
8,2606,1354,5,VAT08803Vs
8,2908,1350,5,VAT08803Vs
9,386,1496,5,VAT08803Vs
9,594,1458,5,VAT08803Vs
9,800,1458,5,VAT08803Vs
9,1508,1468,5,VAT08803Vs
9,1784,1472,5,VAT08803Vs
9,2608,1486,5,VAT08803Vs
9,2912,1470,5,VAT08803Vs
10,340,1626,5,VAT08803Vs
10,540,1596,5,VAT08803Vs
10,790,1602,5,VAT08803Vs
10,1118,1602,5,VAT08803Vs
10,1474,1606,5,VAT08803Vs
10,1726,1606,5,VAT08803Vs
10,2078,1614,5,VAT08803Vs
10,2592,1592,5,VAT08803Vs
10,2886,1596,5,VAT08803Vs
11,386,1764,5,VAT08803Vs
11,556,1728,5,VAT08803Vs
11,1028,1744,5,VAT08803Vs
11,1310,1738,5,VAT08803Vs
11,1606,1736,5,VAT08803Vs
11,1984,1742,5,VAT08803Vs
11,2492,1722,5,VAT08803Vs
11,2814,1716,5,VAT08803Vs
11,2924,1712,5,VAT08803Vs
12,350,1882,5,VAT08803Vs
12,502,1852,5,VAT08803Vs
12,666,1856,5,VAT08803Vs
12,840,1876,5,VAT08803Vs
12,1098,1868,5,VAT08803Vs
12,2004,1854,5,VAT08803Vs
12,2314,1860,5,VAT08803Vs
12,2580,1846,5,VAT08803Vs
12,2930,1816,5,VAT08803Vs
13,352,1986,5,VAT08803Vs
13,526,1978,5,VAT08803Vs
13,756,1986,5,VAT08803Vs
13,1132,1988,5,VAT08803Vs
13,1582,1996,5,VAT08803Vs
13,1828,1992,5,VAT08803Vs
13,2454,1978,5,VAT08803Vs
13,2684,1964,5,VAT08803Vs
13,2940,1956,5,VAT08803Vs
14,332,2094,5,VAT08803Vs
14,584,2116,5,VAT08803Vs
14,812,2112,5,VAT08803Vs
14,1192,2122,5,VAT08803Vs
14,1714,2130,5,VAT08803Vs
14,2052,2120,5,VAT08803Vs
14,2442,2108,5,VAT08803Vs
14,2894,2078,5,VAT08803Vs
15,376,2240,5,VAT08803Vs
15,564,2234,5,VAT08803Vs
15,784,2240,5,VAT08803Vs
15,1092,2252,5,VAT08803Vs
15,1438,2242,5,VAT08803Vs
15,1664,2256,5,VAT08803Vs
15,1860,2254,5,VAT08803Vs
15,2242,2238,5,VAT08803Vs
15,2680,2228,5,VAT08803Vs
15,2900,2210,5,VAT08803Vs
16,352,2372,5,VAT08803Vs
16,528,2362,5,VAT08803Vs
16,926,2380,5,VAT08803Vs
16,1172,2392,5,VAT08803Vs
16,1380,2382,5,VAT08803Vs
16,2032,2378,5,VAT08803Vs
16,2270,2370,5,VAT08803Vs
16,2626,2360,5,VAT08803Vs
16,2884,2334,5,VAT08803Vs
17,362,2502,5,VAT08803Vs
17,708,2496,5,VAT08803Vs
17,1018,2510,5,VAT08803Vs
17,1174,2506,5,VAT08803Vs
17,1588,2512,5,VAT08803Vs
17,1860,2514,5,VAT08803Vs
17,2122,2498,5,VAT08803Vs
17,2416,2486,5,VAT08803Vs
17,2744,2460,5,VAT08803Vs
17,2884,2436,5,VAT08803Vs
18,352,2622,5,VAT08803Vs
18,500,2614,5,VAT08803Vs
18,610,2606,5,VAT08803Vs
18,752,2630,5,VAT08803Vs
18,984,2632,5,VAT08803Vs
18,1204,2640,5,VAT08803Vs
18,1538,2640,5,VAT08803Vs
18,1744,2652,5,VAT08803Vs
18,1958,2634,5,VAT08803Vs
18,2206,2632,5,VAT08803Vs
18,2548,2616,5,VAT08803Vs
18,2876,2564,5,VAT08803Vs
19,368,2764,5,VAT08803Vs
19,536,2758,5,VAT08803Vs
19,856,2762,5,VAT08803Vs
19,1112,2766,5,VAT08803Vs
19,1680,2782,5,VAT08803Vs
19,2120,2764,5,VAT08803Vs
19,2620,2726,5,VAT08803Vs
19,2880,2700,5,VAT08803Vs
20,326,2900,5,VAT08803Vs
20,514,2884,5,VAT08803Vs
20,892,2894,5,VAT08803Vs
20,1286,2900,5,VAT08803Vs
20,1780,2920,5,VAT08803Vs
20,2188,2902,5,VAT08803Vs
20,2644,2850,5,VAT08803Vs
20,2896,2834,5,VAT08803Vs
21,352,3032,5,VAT08803Vs
21,718,3028,5,VAT08803Vs
21,1232,3030,5,VAT08803Vs
21,1746,3036,5,VAT08803Vs
21,2390,3010,5,VAT08803Vs
21,2848,2968,5,VAT08803Vs
22,314,3148,5,VAT08803Vs
22,566,3152,5,VAT08803Vs
22,916,3146,5,VAT08803Vs
22,1496,3174,5,VAT08803Vs
22,1794,3160,5,VAT08803Vs
22,2542,3132,5,VAT08803Vs
22,2840,3114,5,VAT08803Vs
23,370,3292,5,VAT08803Vs
23,538,3290,5,VAT08803Vs
23,932,3274,5,VAT08803Vs
23,1318,3292,5,VAT08803Vs
23,1892,3296,5,VAT08803Vs
23,2238,3288,5,VAT08803Vs
23,2602,3280,5,VAT08803Vs
23,2846,3272,5,VAT08803Vs
24,316,3400,5,VAT08803Vs
24,518,3424,5,VAT08803Vs
24,874,3416,5,VAT08803Vs
24,1100,3424,5,VAT08803Vs
24,1258,3438,5,VAT08803Vs
24,1598,3436,5,VAT08803Vs
24,2012,3436,5,VAT08803Vs
24,2398,3426,5,VAT08803Vs
24,2620,3420,5,VAT08803Vs
24,2854,3404,5,VAT08803Vs
25,318,3546,5,VAT08803Vs
25,688,3554,5,VAT08803Vs
25,940,3544,5,VAT08803Vs
25,1134,3556,5,VAT08803Vs
25,1530,3572,5,VAT08803Vs
25,2284,3570,5,VAT08803Vs
25,2518,3576,5,VAT08803Vs
25,2832,3560,5,VAT08803Vs
26,274,3690,5,VAT08803Vs
26,382,3666,5,VAT08803Vs
26,508,3680,5,VAT08803Vs
26,744,3674,5,VAT08803Vs
26,1010,3684,5,VAT08803Vs
26,1492,3716,5,VAT08803Vs
26,1894,3724,5,VAT08803Vs
26,2212,3724,5,VAT08803Vs
26,2664,3708,5,VAT08803Vs
26,2864,3696,5,VAT08803Vs
27,344,3804,5,VAT08803Vs
27,628,3822,5,VAT08803Vs
27,876,3828,5,VAT08803Vs
27,1074,3818,5,VAT08803Vs
27,2044,3860,5,VAT08803Vs
27,2246,3848,5,VAT08803Vs
27,2538,3852,5,VAT08803Vs
27,2842,3838,5,VAT08803Vs
28,276,3940,5,VAT08803Vs
28,1006,3956,5,VAT08803Vs
28,1716,3992,5,VAT08803Vs
28,2088,3998,5,VAT08803Vs
28,2518,3986,5,VAT08803Vs
28,2876,3970,5,VAT08803Vs
29,302,4068,5,VAT08803Vs
29,822,4074,5,VAT08803Vs
29,1530,4116,5,VAT08803Vs
29,2116,4124,5,VAT08803Vs
29,2416,4126,5,VAT08803Vs
29,2852,4114,5,VAT08803Vs
30,254,4220,5,VAT08803Vs
30,698,4224,5,VAT08803Vs
30,1404,4246,5,VAT08803Vs
30,1956,4252,5,VAT08803Vs
30,2408,4248,5,VAT08803Vs
30,2846,4244,5,VAT08803Vs
31,278,4348,5,VAT08803Vs
31,1512,4372,5,VAT08803Vs
31,1812,4376,5,VAT08803Vs
31,2334,4382,5,VAT08803Vs
31,2812,4380,5,VAT08803Vs
32,274,4476,5,VAT08803Vs
32,1712,4496,5,VAT08803Vs
32,2364,4520,5,VAT08803Vs
32,2790,4512,5,VAT08803Vs
33,314,4612,5,VAT08803Vs
33,1238,4620,5,VAT08803Vs
33,1528,4624,5,VAT08803Vs
33,1930,4620,5,VAT08803Vs
33,2396,4636,5,VAT08803Vs
33,2808,4650,5,VAT08803Vs
34,270,4736,5,VAT08803Vs
34,1674,4732,5,VAT08803Vs
34,2394,4758,5,VAT08803Vs
34,2854,4786,5,VAT08803Vs
35,282,4856,5,VAT08803Vs
35,958,4826,5,VAT08803Vs
35,1678,4850,5,VAT08803Vs
35,2362,4882,5,VAT08803Vs
35,2858,4918,5,VAT08803Vs
0,386,326,6,VAT08803Rs
0,810,330,6,VAT08803Rs
0,1224,348,6,VAT08803Rs
0,1486,354,6,VAT08803Rs
0,1986,358,6,VAT08803Rs
0,2642,314,6,VAT08803Rs
0,2864,310,6,VAT08803Rs
1,306,446,6,VAT08803Rs
1,756,450,6,VAT08803Rs
1,1076,458,6,VAT08803Rs
1,1622,464,6,VAT08803Rs
1,1958,450,6,VAT08803Rs
1,2402,432,6,VAT08803Rs
1,2728,430,6,VAT08803Rs
1,2846,414,6,VAT08803Rs
2,248,576,6,VAT08803Rs
2,360,562,6,VAT08803Rs
2,564,570,6,VAT08803Rs
2,826,572,6,VAT08803Rs
2,1102,570,6,VAT08803Rs
2,1884,580,6,VAT08803Rs
2,2380,562,6,VAT08803Rs
2,2602,556,6,VAT08803Rs
2,2836,550,6,VAT08803Rs
3,310,698,6,VAT08803Rs
3,750,688,6,VAT08803Rs
3,1328,700,6,VAT08803Rs
3,1696,682,6,VAT08803Rs
3,2258,678,6,VAT08803Rs
3,2572,670,6,VAT08803Rs
3,2822,670,6,VAT08803Rs
4,292,812,6,VAT08803Rs
4,566,808,6,VAT08803Rs
4,1028,816,6,VAT08803Rs
4,1708,800,6,VAT08803Rs
4,1982,798,6,VAT08803Rs
4,2350,796,6,VAT08803Rs
4,2604,798,6,VAT08803Rs
4,2822,802,6,VAT08803Rs
5,364,934,6,VAT08803Rs
5,588,932,6,VAT08803Rs
5,896,926,6,VAT08803Rs
5,1212,922,6,VAT08803Rs
5,1546,922,6,VAT08803Rs
5,2070,910,6,VAT08803Rs
5,2382,912,6,VAT08803Rs
5,2624,912,6,VAT08803Rs
5,2826,914,6,VAT08803Rs
6,286,1058,6,VAT08803Rs
6,548,1058,6,VAT08803Rs
6,806,1046,6,VAT08803Rs
6,1050,1050,6,VAT08803Rs
6,1270,1042,6,VAT08803Rs
6,1732,1038,6,VAT08803Rs
6,1940,1040,6,VAT08803Rs
6,2172,1042,6,VAT08803Rs
6,2458,1048,6,VAT08803Rs
6,2794,1038,6,VAT08803Rs
7,296,1190,6,VAT08803Rs
7,498,1186,6,VAT08803Rs
7,832,1166,6,VAT08803Rs
7,1028,1162,6,VAT08803Rs
7,1406,1170,6,VAT08803Rs
7,2030,1174,6,VAT08803Rs
7,2230,1168,6,VAT08803Rs
7,2448,1166,6,VAT08803Rs
7,2794,1174,6,VAT08803Rs
8,324,1324,6,VAT08803Rs
8,538,1316,6,VAT08803Rs
8,764,1292,6,VAT08803Rs
8,956,1286,6,VAT08803Rs
8,1594,1280,6,VAT08803Rs
8,1780,1288,6,VAT08803Rs
8,1998,1294,6,VAT08803Rs
8,2248,1296,6,VAT08803Rs
8,2448,1294,6,VAT08803Rs
8,2824,1288,6,VAT08803Rs
9,268,1464,6,VAT08803Rs
9,478,1448,6,VAT08803Rs
9,740,1428,6,VAT08803Rs
9,918,1426,6,VAT08803Rs
9,1186,1422,6,VAT08803Rs
9,1414,1422,6,VAT08803Rs
9,1580,1426,6,VAT08803Rs
9,2098,1426,6,VAT08803Rs
9,2308,1440,6,VAT08803Rs
9,2484,1432,6,VAT08803Rs
9,2826,1428,6,VAT08803Rs
10,290,1604,6,VAT08803Rs
10,498,1560,6,VAT08803Rs
10,850,1562,6,VAT08803Rs
10,1016,1556,6,VAT08803Rs
10,1414,1554,6,VAT08803Rs
10,1672,1560,6,VAT08803Rs
10,1862,1560,6,VAT08803Rs
10,2126,1564,6,VAT08803Rs
10,2470,1554,6,VAT08803Rs
10,2804,1546,6,VAT08803Rs
11,340,1708,6,VAT08803Rs
11,662,1690,6,VAT08803Rs
11,890,1690,6,VAT08803Rs
11,1052,1680,6,VAT08803Rs
11,1444,1682,6,VAT08803Rs
11,1654,1686,6,VAT08803Rs
11,1862,1684,6,VAT08803Rs
11,2212,1688,6,VAT08803Rs
11,2734,1688,6,VAT08803Rs
12,284,1846,6,VAT08803Rs
12,442,1838,6,VAT08803Rs
12,638,1820,6,VAT08803Rs
12,1076,1808,6,VAT08803Rs
12,1422,1808,6,VAT08803Rs
12,1578,1808,6,VAT08803Rs
12,1770,1810,6,VAT08803Rs
12,2076,1806,6,VAT08803Rs
12,2348,1814,6,VAT08803Rs
12,2594,1808,6,VAT08803Rs
12,2770,1808,6,VAT08803Rs
13,368,1958,6,VAT08803Rs
13,706,1948,6,VAT08803Rs
13,1048,1938,6,VAT08803Rs
13,1408,1948,6,VAT08803Rs
13,1564,1946,6,VAT08803Rs
13,1840,1958,6,VAT08803Rs
13,2112,1946,6,VAT08803Rs
13,2294,1954,6,VAT08803Rs
13,2780,1936,6,VAT08803Rs
14,328,2094,6,VAT08803Rs
14,626,2076,6,VAT08803Rs
14,874,2076,6,VAT08803Rs
14,1108,2072,6,VAT08803Rs
14,1298,2074,6,VAT08803Rs
14,2296,2070,6,VAT08803Rs
14,2460,2072,6,VAT08803Rs
14,2758,2064,6,VAT08803Rs
15,326,2214,6,VAT08803Rs
15,496,2218,6,VAT08803Rs
15,722,2204,6,VAT08803Rs
15,986,2202,6,VAT08803Rs
15,1240,2198,6,VAT08803Rs
15,1424,2204,6,VAT08803Rs
15,2146,2208,6,VAT08803Rs
15,2428,2210,6,VAT08803Rs
15,2734,2212,6,VAT08803Rs
16,292,2368,6,VAT08803Rs
16,468,2358,6,VAT08803Rs
16,974,2342,6,VAT08803Rs
16,1184,2336,6,VAT08803Rs
16,1560,2354,6,VAT08803Rs
16,1908,2354,6,VAT08803Rs
16,2222,2346,6,VAT08803Rs
16,2494,2356,6,VAT08803Rs
16,2784,2348,6,VAT08803Rs
17,344,2494,6,VAT08803Rs
17,728,2476,6,VAT08803Rs
17,1102,2466,6,VAT08803Rs
17,1512,2466,6,VAT08803Rs
17,1858,2482,6,VAT08803Rs
17,2226,2482,6,VAT08803Rs
17,2496,2482,6,VAT08803Rs
17,2758,2474,6,VAT08803Rs
18,320,2682,6,VAT08803Rs
18,628,2668,6,VAT08803Rs
18,986,2640,6,VAT08803Rs
18,1446,2634,6,VAT08803Rs
18,1804,2640,6,VAT08803Rs
18,2172,2648,6,VAT08803Rs
18,2554,2630,6,VAT08803Rs
18,2816,2626,6,VAT08803Rs
19,318,2808,6,VAT08803Rs
19,514,2804,6,VAT08803Rs
19,694,2792,6,VAT08803Rs
19,944,2778,6,VAT08803Rs
19,1280,2762,6,VAT08803Rs
19,1624,2758,6,VAT08803Rs
19,2110,2764,6,VAT08803Rs
19,2526,2766,6,VAT08803Rs
19,2770,2758,6,VAT08803Rs
20,294,2970,6,VAT08803Rs
20,520,2970,6,VAT08803Rs
20,788,2954,6,VAT08803Rs
20,1004,2940,6,VAT08803Rs
20,1318,2926,6,VAT08803Rs
20,1696,2916,6,VAT08803Rs
20,2154,2922,6,VAT08803Rs
20,2510,2922,6,VAT08803Rs
20,2778,2910,6,VAT08803Rs
21,322,3110,6,VAT08803Rs
21,926,3066,6,VAT08803Rs
21,1206,3062,6,VAT08803Rs
21,1524,3060,6,VAT08803Rs
21,1934,3064,6,VAT08803Rs
21,2372,3054,6,VAT08803Rs
21,2638,3042,6,VAT08803Rs
21,2794,3022,6,VAT08803Rs
